Name,text,hashtag_novax,hashtag_antivax,hashtag_cdcwhistleblower,hashtag_vaccineinjury,hashtag_vaxxed,hashtag_cdcfraud,stance,author_username,source_username,nlp_clusters
1340350701512216576,"@JustinSandefur if they get eu or FDA approval, I'd take either !!",0,0,0,0,0,0,Anti-Vaxx,hallucinexed,JustinSandefur,Political/Conspiracy
1340350238779961347,"@JustinSandefur If we assume that the approval processes in China &amp; Russia are procedurally sound, another interpretation of these results might be that Cold War civic education/propaganda worked.",0,0,0,0,0,0,Anti-Vaxx,kopalo,JustinSandefur,Political/Conspiracy
1340349737774555138,"That's a joke, of course. But it does highlight for me how much ""trust the science"" really is, as several people noted, a statement about trust in political and regulatory institutions.

Personally. I'm in the 14% ""either/both"" camp. Give me all the vaccines!",0,0,0,0,0,0,Anti-Vaxx,JustinSandefur,JustinSandefur,Political/Conspiracy
1340358993605214212,@CassieY4 I mean...it would technically help them....,0,0,0,0,0,0,Pro-Vaxx,priyachandscifi,CassieY4,Political/Conspiracy
1340358457380106240,@priyachandscifi Would they rather an 18g????,0,0,0,0,0,0,Pro-Vaxx,CassieY4,priyachandscifi,Political/Conspiracy
1340198859142676482,@SimonC43174444 well said Simon 🙏💯,0,0,0,0,0,0,Anti-Vaxx,RaphaelBurner,SimonC43174444,Political/Conspiracy
1341427837799198724,@Gudtechnology1 @Labybug1964 @LabyrinthWeaver @itsJeffTiedrich @realDonaldTrump Trumps kids don't make money off his??,0,0,0,0,0,0,Anti-Vaxx,GloriaGlowin,Gudtechnology1,Political/Conspiracy
1341545963379421189,"@2k20Bryant @FreedomSpartan @nypost Im good. You however seem to be searching for something. Youre very invested in this vaccine. Youre taking what we think pretty hard.
Go take your shots, no one really cares if you do. 
Ill be over here wrapped in foil not getting vaccinated for anything.",0,0,0,0,0,0,Anti-Vaxx,kevinallin,2k20Bryant,Political/Conspiracy
1341518922151968768,"@kevinallin @FreedomSpartan @nypost So you're a true tin foiler. Like not even close to having rational thoughts? You believe the fringe articles you find on Google and anyone that reaffirms your conspiracy theories? Strange life to choose to live, but I guess people need some meaning.",0,0,0,0,0,0,Anti-Vaxx,2k20Bryant,kevinallin,Political/Conspiracy
1341512839794749441,"@2k20Bryant @FreedomSpartan @nypost Yes i do. Except the countless doctors and medical staff that acknowledge vaccines are pure poison. 
You would not have ever heard any of them. They dont get on cnn.",0,0,0,0,0,0,Anti-Vaxx,kevinallin,2k20Bryant,Political/Conspiracy
1341488773289312256,"@FreedomSpartan @kevinallin @nypost I just want to know because tin foilers fascinate me, do you honestly believe you know more about the vaccine, the billion of us will take, than the doctors and medical professionals developing and administering these billions of doses?",0,0,0,0,0,0,Anti-Vaxx,2k20Bryant,FreedomSpartan,Political/Conspiracy
1341395230633897985,@allenjoseph5 @nypost My perspective is a lot more than a photo op. The whole thing is a charade. An illusion. We are being lied to. Epic lies. But that is just my perspective from intuition. I will not choose to be part of that horrible negative fearing society.,0,0,0,0,0,0,Anti-Vaxx,BpoolWebmasters,allenjoseph5,Political/Conspiracy
1341384303821918208,"@BpoolWebmasters @nypost Lol. Ok. So, in your world, one of the most recognizable politicians in the USA, would stage a photo op with a closed needle instead of just getting injected with saline? https://t.co/l3wYzoB1va",0,0,0,0,0,0,Anti-Vaxx,allenjoseph5,BpoolWebmasters,Political/Conspiracy
1341381426680373248,@allenjoseph5 @nypost The cap remained closed...!!! https://t.co/KkSFGAdpjh,0,0,0,0,0,0,Anti-Vaxx,BpoolWebmasters,allenjoseph5,Info-Sharing
1341376707266293762,@BpoolWebmasters @nypost Moron https://t.co/RCuLfnLYc2,0,0,0,0,0,0,Anti-Vaxx,allenjoseph5,BpoolWebmasters,Info-Sharing
1340857234763509760,"@2k20Bryant @FreedomSpartan @nypost In fact the covid vaccine insert adverse effects, warnings, and precautions starts on page 11.
There i helped. The rest is on you.",0,0,0,0,0,0,Anti-Vaxx,kevinallin,kevinallin,Political/Conspiracy
1340857053737267201,"@kevinallin @2k20Bryant @nypost And then accept the fact they haven’t done any more than two months worth of following peoples reactions, and they have no idea what the long-term effects are.  You do know you can’t sue doctors or the vax companies right?",0,0,0,0,0,0,Anti-Vaxx,FreedomSpartan,kevinallin,Political/Conspiracy
1340856811486896130,"@2k20Bryant @FreedomSpartan @nypost Down load the pdf for the vaccine insert. Its the law, they have to tell you all about it. Then you cant say its fake.
Start there.",0,0,0,0,0,0,Anti-Vaxx,kevinallin,2k20Bryant,Political/Conspiracy
1340855261163106304,@2k20Bryant @kevinallin @nypost You do that https://t.co/MEXTdU07rr,0,0,0,0,0,0,Anti-Vaxx,FreedomSpartan,2k20Bryant,Info-Sharing
1340854753618657281,"@FreedomSpartan @kevinallin @nypost Great, I’m sure the billion of us that get them will make sure to check in on the latest tin foil conspiracy theories so we’re protected",0,0,0,0,0,0,Anti-Vaxx,2k20Bryant,FreedomSpartan,Political/Conspiracy
1340854380531212288,"@2k20Bryant @kevinallin @nypost Like I said, you have NOTHING to lose at this point. You can double up, and take mine too 🥴🥴☠️",0,0,0,0,0,0,Anti-Vaxx,FreedomSpartan,2k20Bryant,Political/Conspiracy
1340853774785495041,@kevinallin @FreedomSpartan @nypost What critical thinking am I supposed to be doing about a vaccine? Please enlighten me. Lol,0,0,0,0,0,0,Anti-Vaxx,2k20Bryant,kevinallin,Political/Conspiracy
1340853352121430016,"@2k20Bryant @FreedomSpartan @nypost Literally thats the point. There is no critical thinking involved in lining up for your  shot that your over lord told you to trust.
Youre sounding ""crazy""
😆",0,0,0,0,0,0,Anti-Vaxx,kevinallin,2k20Bryant,Political/Conspiracy
1340844886044631042,"@2k20Bryant @kevinallin @nypost I guess if you’re a fan of shooting up dangerous adjuvants and changing your DNA, for no apparent reason, zero benefit, and it doesn’t stop transmission, you have no ability to do any critical thinking. You’re right no damage can be done . You’re ace to go sparky .",0,0,0,0,0,0,Anti-Vaxx,FreedomSpartan,2k20Bryant,Political/Conspiracy
1340844508305633281,@2k20Bryant @kevinallin @nypost Do you want to drop a 99.9 survival rate down to 95? Best of luck,0,0,0,0,0,0,Anti-Vaxx,FreedomSpartan,2k20Bryant,Political/Conspiracy
1340844081014951936,@FreedomSpartan @kevinallin @nypost What critical thinking is required to getting a vaccine for a virus? You realize there’s no way out of this for you without sounding crazy. Billions of people have been vaccinated. We’re fine.,0,0,0,0,0,0,Anti-Vaxx,2k20Bryant,FreedomSpartan,Political/Conspiracy
1340834228620185602,@2k20Bryant @kevinallin @nypost Critical thinking is a survival skill.  You can blindly get injured like many of us did. Enjoy.,0,0,0,0,0,0,Anti-Vaxx,FreedomSpartan,2k20Bryant,Political/Conspiracy
1340783253960028161,@FreedomSpartan @kevinallin @nypost Oh so it’s just cool to be anti vax. That’s what you’re going with? Lol. You guys are funny,0,0,0,0,0,0,Anti-Vaxx,2k20Bryant,FreedomSpartan,Political/Conspiracy
1340483020785070081,@2k20Bryant @kevinallin @nypost Wow. That was sheepish.,0,0,0,0,0,0,Anti-Vaxx,FreedomSpartan,2k20Bryant,Political/Conspiracy
1340453998231511045,"@2k20Bryant @nypost If you hand me a bottle of brake fluid, and tell me its pepsi...
I aint scurd!
Im just not fukn drinkn it.

If your offered brake fluid...they say it tastes sweet.
You say...OK https://t.co/41ndwspoS8",0,0,0,0,0,0,Anti-Vaxx,kevinallin,2k20Bryant,Political/Conspiracy
1340427513370193923,@black_franchise @ktwebb2 @HoganguardJ @nypost There is no one I trust that has told me the vaccine is safe.,0,0,0,0,0,0,Anti-Vaxx,the_real_Bark,black_franchise,Political/Conspiracy
1340423752182587393,@ZachKnerr @ObamaIsPres @HerbsandDirt @n37430625 @nypost It is why over 4 billion has been quietly paid out to injured persons via vaccine court. MSM never reports this to the public. Consumer beware. People spend more time researching video games than the history of the US vaccine program.,0,0,0,0,0,0,Anti-Vaxx,MARS0411,MARS0411,Political/Conspiracy
1340423035698987010,@ZachKnerr @ObamaIsPres @HerbsandDirt @n37430625 @nypost You have a history of covering up vaccine injuries to the point that Congress removed liability from pharma. My friend’s daughter died from DTaP and gov’t tried to deny her justice until they could no longer hide or deny that a vax from a hot lot was the cause.,0,0,0,0,0,0,Anti-Vaxx,MARS0411,ZachKnerr,Political/Conspiracy
1340422023831576576,"@MARS0411 @ObamaIsPres @HerbsandDirt @n37430625 @nypost It’s not like we have a history of administering vaccines to develop herd immunity and practically eliminate diseases that used to have a sizable effect on the overall health of populations, oh wait we do!",0,0,0,0,0,0,Anti-Vaxx,ZachKnerr,MARS0411,Political/Conspiracy
1340421443469926401,@ktwebb2 @HoganguardJ @the_real_Bark @nypost But why are some of the medical professionals faking it if it’s safe?,0,0,0,0,0,0,Anti-Vaxx,black_franchise,ktwebb2,Political/Conspiracy
1340421039998836736,@ObamaIsPres @n37430625 @HerbsandDirt @nypost No evidence? How can you have evidence when their was no testing on animals first?,0,0,0,0,0,0,Anti-Vaxx,MARS0411,ObamaIsPres,Political/Conspiracy
1340417888222552064,"@MARS0411 @HerbsandDirt @n37430625 @nypost I do not trust you, you have 0 credibility.",0,0,0,0,0,0,Anti-Vaxx,ObamaIsPres,MARS0411,Political/Conspiracy
1340417558747389952,"@MARS0411 @n37430625 @HerbsandDirt @nypost For most it's harmless, if that is your case I am sorry for what's happened. 

But to tell others the vaccine is bad without evidence is to put countless lives at risk. There is a reason why society doesn't suffer from countless diseases that are debilitating and fatal",0,0,0,0,0,0,Anti-Vaxx,ObamaIsPres,MARS0411,Political/Conspiracy
1340415759248482308,"@ObamaIsPres @n37430625 @HerbsandDirt @nypost I am a person caring for a permanently vaccine injured adult. Never call me a nobody. I gave up my career because of what this government inflicted on my child. Shame on you. That is despicable thing to say, unless you are an unfeeling troll bot via CCP.",0,0,0,0,0,0,Anti-Vaxx,MARS0411,ObamaIsPres,Political/Conspiracy
1340415229923094532,"@ObamaIsPres @HerbsandDirt @n37430625 @nypost Not gonna happen. And trust me many will sustain long term and permanent injury. And it will be covered up and buried by the MSM. I pray if you take it, you will be safe. Peace.",0,0,0,0,0,0,Anti-Vaxx,MARS0411,ObamaIsPres,Political/Conspiracy
1340413059156770816,"@MARS0411 @n37430625 @HerbsandDirt @nypost Vaccines literally do just that, around 95% effective after a second dose. The question is how long the immunity lasts, that will be the key to how many need to get it in a time frame to effectively prevent community spread. 

You're nobody, your word against professionals",0,0,0,0,0,0,Anti-Vaxx,ObamaIsPres,MARS0411,Political/Conspiracy
1340412458561781762,@HerbsandDirt @MARS0411 @n37430625 @nypost With an effective vaccine and herd immunity due to enough people getting it we will be able to slowly get back to a more normal lifestyle.,0,0,0,0,0,0,Anti-Vaxx,ObamaIsPres,HerbsandDirt,Political/Conspiracy
1340411976669913092,"@ObamaIsPres @n37430625 @HerbsandDirt @nypost False. The vaccine does not prevent you from getting infected. Just stop. Stop regurgitating MSM lies. I thought Bernie voters were better than that, that they had discernment and critical thinking. If you disappoint me... 🤦🏽‍♀️",0,0,0,0,0,0,Anti-Vaxx,MARS0411,ObamaIsPres,Political/Conspiracy
1340411508811952129,"@ObamaIsPres @MARS0411 @n37430625 @nypost They already told us that’s not happening, DESPITE the vaccines. We are NEVER going back to normal.",0,0,0,0,0,0,Anti-Vaxx,HerbsandDirt,ObamaIsPres,Political/Conspiracy
1340410852726300673,"@MARS0411 @n37430625 @HerbsandDirt @nypost Well like them or not, vaccinating people will be the only way we can get back to normal",0,0,0,0,0,0,Anti-Vaxx,ObamaIsPres,MARS0411,Political/Conspiracy
1340410274940121089,@ObamaIsPres @n37430625 @HerbsandDirt @nypost I still do not trust be they Democrat or GOP. Propaganda is evil. Therapeutics please. Enough with this vaccine BS so both sides can profit millions while the people get hurt.,0,0,0,0,0,0,Anti-Vaxx,MARS0411,ObamaIsPres,Political/Conspiracy
1340398354950283266,"@mnelson602 @nypost It would be cool if you guys were just quiet about it, but you anti vaxxers are so insane and loud that people have to respond just to let other people on the fence know that normal people do exist.",0,0,0,0,0,0,Anti-Vaxx,2k20Bryant,mnelson602,Political/Conspiracy
1340397772915130368,"@kevinallin @nypost Nah, getting vaccines is a normal thing to do. The people who fear them are definitely the tin foilers.",0,0,0,0,0,0,Anti-Vaxx,2k20Bryant,kevinallin,Political/Conspiracy
1340370719906131971,@2k20Bryant @nypost If you get vaccinated you’re good bro. Invincible. Don’t worry about us that don’t want it.,0,0,0,0,0,0,Anti-Vaxx,mnelson602,2k20Bryant,Political/Conspiracy
1340368295560531968,@MARS0411 @n37430625 @HerbsandDirt @nypost Same type of needle just different color https://t.co/osIjztK4Fq,0,0,0,0,0,0,Anti-Vaxx,ObamaIsPres,MARS0411,Info-Sharing
1340139326919888903,"MORE | Colombia reaches agreements to buy 40mln COVID-19 vaccine doses – President Duque

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1340069124400177156,@SputnikInt @sputnikvaccine @EmmanuelMacron @realDonaldTrump @WhiteHouse @JustinTrudeau @pfizer What canadians voted turns back.,0,0,0,0,0,0,Anti-Vaxx,malanovao,SputnikInt,Political/Conspiracy
1340061014503657478,"@SputnikInt @sputnikvaccine @EmmanuelMacron @realDonaldTrump @WhiteHouse Thanks, President Trump for your efforts to push the vaccine development. 👏👏👏👏👏.",0,0,0,0,0,0,Anti-Vaxx,SneakyPete531,SputnikInt,Political/Conspiracy
1340060444938137602,"UPDATE | Italy imposes lockdown for holiday period, max 2 guests allowed before curfew – Conte

#SputnikUpdates https://t.co/o8at8xGRMv",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1340060037851561986,"@sputnikvaccine @EmmanuelMacron @realDonaldTrump @WhiteHouse MORE | Trudeau says Canada to receive additional 500k Pfizer vaccine doses in January

#SputnikUpdates @JustinTrudeau @pfizer 
https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1340046212045651968,"@sputnikvaccine UPDATE | #Trump speaks with #Macron to wish him speedy recovery - White House

#SputnikUpdates @EmmanuelMacron @realDonaldTrump @WhiteHouse
https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1340037035944534019,"MORE | Russian ambassador to Ankara to meet Turkish health minister over #SputnikV procurement

#SputnikUpdates @sputnikvaccine
https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1340036342332342273,@SputnikInt Trump owns stock in that company.,0,0,0,0,0,0,Anti-Vaxx,likingyou,SputnikInt,Political/Conspiracy
1340032819876294658,"UPDATE | Sweden recommends masks as infections surge

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1340032195549949952,"MORE | Greece records over 915 #COVID19 cases, almost 100 fatalities over 24-hour period

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1340005516777578503,"UPDATE | French #COVID19 death toll surpasses 60,000

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1340002640684466176,"UPDATE | House of Representatives Speaker #Pelosi gets a #COVID19 #vaccine

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1340000124043407361,"UPDATE | State of #Mexico governor says state passing to highest level red alert for #COVID19

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339996638199173120,"@SputnikInt Only ""Sputnik V"", I dont bealive to noone other.",0,0,0,0,0,0,Anti-Vaxx,AnonSquad035,SputnikInt,Political/Conspiracy
1339995091314896896,"UPDATE | #Austria to reopen ski lifts despite lockdown being introduced on December 26

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339993213386567682,"UPDATE | Americas account for three quarters of the world's new #COVID19 cases, WHO reports

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339988799695237124,"UPDATE | French President #Macron says he feels fine during a Twitter live session

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339979991958781956,"UPDATE | #Russia, #Germany discuss joint production of #COVID vaccines in the EU, Russian health ministry confirms

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339978737039757313,"UPDATE | Media tycoon Rupert Murdoch receives a #COVID19 vaccine

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339969961603833856,"@SputnikInt 2 Alaska Health Workers Got Emergency Treatment After Receiving Pfizer’s Vaccine

One of the workers, who did not have a history of allergies remained in the hospital on Wednesday night

Some reactions to the vaccine were also reported last week in Britain https://t.co/CcfP5VaZ23",0,0,0,0,0,0,Anti-Vaxx,tabbyday,SputnikInt,Political/Conspiracy
1339967408899952644,"UPDATE | One in five prisoners in US test positive for #coronavirus, report says

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339965656356302851,"UPDATE | #Sweden to shut down non-essential public sector workplaces for one month, PM Lofven says

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Political/Conspiracy
1339963642532429824,"UPDATE | US GOP Senator McConnell confirms #COVID19 relief plan is ‘close at hand’

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339928904744673280,"MORE | Prime Minister of #Slovakia Matovic tests positive for COVID-19 – reports

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339928652616769545,"UPDATE | Chinese president wishes France's Macron speedy recovery from COVID-19

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339928453789970434,"MORE | Russia's EpiVacCorona vaccine to remain effective despite coronavirus mutations - watchdog

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339924878313533441,"UPDATE | #Serbia to receive Pfizer/BioNTech vaccine next week - health minister

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339923556826812416,"MORE | Spain's Supreme Court rejects claims of COVID-19 mismanagement against government  

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339919524615888900,"@SputnikInt Well, his puppet masters do.",0,0,0,0,0,0,Anti-Vaxx,PeterChave2,SputnikInt,Political/Conspiracy
1339918335954149377,"UPDATE | Half of UK residents plan to form 'Christmas bubble' amid weaking of lockdown rules – ONS

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339917149469597697,@SputnikInt Not just one but two poisons ☠️,0,0,0,0,0,0,Anti-Vaxx,j2lm4u,SputnikInt,Political/Conspiracy
1339915875864948742,"MORE | PM Johnson hopes to avoid national lockdown in UK

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339914723031195651,"#BREAKING | US approves #Moderna coronavirus vaccine, President Trump says https://t.co/o8at8xGRMv

#SputnikBreaking https://t.co/01NWR1VNYj",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339910785687019520,"MORE | ONS estimates around 567,300 people had coronavirus in England last week

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339900719139188737,"UPDATE | #Spain to start mass vaccination on 27 December

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339890652729884673,"MORE | #Slovakia confirms almost 4,000 new COVID-19 cases

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339875779493163008,"UPDATE | UN chief says important to fight disinformation on coronavirus

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339875264340353024,"#BREAKING | Austria to go into lockdown after Christmas until 18 January https://t.co/o8at8xGRMv

#SputnikBreaking https://t.co/z9vm8q3Yre",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339873038137872386,"UPDATE / South Korea to ink COVID vaccine supply deals with Janssen, Pfizer later in December 

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339870520003551232,"MORE | Top Brazilian court rules compulsory vaccination against COVID-19 in line with constitution

#SputnikUpdates https://t.co/uANRS236Br",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339857944859566081,"MORE | French scientist warns country probably won't 'return to normal' until fall 2021

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339851645916749826,"UPDATE | Ex-Burundi President Pierre Buyoya dies due to coronavirus

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339846198212083712,"MORE | China to vaccinate 50mln people against COVID before Lunar New Year - reports

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339843445066780672,@SputnikInt India is LYING!,0,0,0,0,0,0,Anti-Vaxx,GhassanDream,SputnikInt,Political/Conspiracy
1339836272295211009,"#BREAKING | New lockdown in England cannot be ruled out after Christmas, UK minister says https://t.co/o8at8xGRMv

#SputnikBreaking https://t.co/AvAaiw8RhV",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339828744207384577,"MORE | India plans to produce 300 million doses of #SputnikV vaccine in 2021

#SputnikUpdates @sputnikvaccine

 https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339816473532002304,"UPDATE | #Belgium reports 3,146 new coronavirus cases

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339815548637556737,"MORE | Number of COVID-19 cases in India rises by 22,889

#SputnikUpdates https://t.co/uANRS2kI01",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339809559158935552,"UPDATE | South Korea reports over 1,000 new coronavirus cases for 3 days straight

#SputnikUpdates https://t.co/o8at8xGRMv",0,0,0,0,0,0,Anti-Vaxx,SputnikInt,SputnikInt,Info-Sharing
1339980028172484608,"@NatGeoMag Be aware that COVID vax makers are EXEMPT from all liability - You get hurt with this vax, you are on your own. 

""the PREP Act “goes considerably further than the Vaccine Act to create an exclusive limited administrative remedy.""
https://t.co/pdcNWI5jgI",0,0,0,0,0,0,Anti-Vaxx,tabbyday,NatGeoMag,Political/Conspiracy
1339979775293665281,"@NatGeoMag US FDA noted that it was unclear how Bell's palsy was caused in these 4 volunteers due to Pfizer vaccine. US regulators stressed that doctors should closely monitor the side effect of the vaccine&amp; continue to watch how many people it strikes

#labrats

https://t.co/MosAckS7FA",0,0,0,0,0,0,Anti-Vaxx,tabbyday,NatGeoMag,Political/Conspiracy
1339979471093424128,"@NatGeoMag 2 Alaska Health Workers Got Emergency Treatment After Receiving Pfizer’s Vaccine

One of the workers, who did not have a history of allergies remained in the hospital on Wednesday night

Some reactions to the vaccine were also reported last week in Britain https://t.co/CcfP5VaZ23",0,0,0,0,0,0,Anti-Vaxx,tabbyday,NatGeoMag,Political/Conspiracy
1340071743998857217,"@2k20Bryant @nypost Like come on everyone it's not a big deal. I mean it's only a vaccine that is 95% effective. (Sarcasm)
https://t.co/cREJW18fvo",0,0,0,0,0,0,Anti-Vaxx,Strongbad34,Strongbad34,Political/Conspiracy
1340069611878887426,"@2k20Bryant @nypost Must not be that big of a deal huh? 
https://t.co/1q78RYMM3H",0,0,0,0,0,0,Anti-Vaxx,Strongbad34,2k20Bryant,Info-Sharing
1340392375508733952,"RT @thereal_truther: Remember when #antivax charlatan @delbigtree applauded anti-lockdown advocates @MartinKulldorff, @SunetraGupta &amp; Jay B…",0,1,0,0,0,0,Pro-Vaxx,DFriedman005,thereal_truther,Political/Conspiracy
1340068342791585798,"RT @thereal_truther: Remember when #antivax charlatan @delbigtree applauded anti-lockdown advocates @MartinKulldorff, @SunetraGupta &amp; Jay B…",0,1,0,0,0,0,Pro-Vaxx,KatyMcconkey,thereal_truther,Political/Conspiracy
1340029861918724096,"RT @thereal_truther: Remember when #antivax charlatan @delbigtree applauded anti-lockdown advocates @MartinKulldorff, @SunetraGupta &amp; Jay B…",0,1,0,0,0,0,Pro-Vaxx,RebelKnight50,thereal_truther,Political/Conspiracy
1340006983529885696,"RT @thereal_truther: Remember when #antivax charlatan @delbigtree applauded anti-lockdown advocates @MartinKulldorff, @SunetraGupta &amp; Jay B…",0,1,0,0,0,0,Pro-Vaxx,emartinez78987,thereal_truther,Political/Conspiracy
1340004836855701506,"RT @thereal_truther: Remember when #antivax charlatan @delbigtree applauded anti-lockdown advocates @MartinKulldorff, @SunetraGupta &amp; Jay B…",0,1,0,0,0,0,Pro-Vaxx,lennylaw,thereal_truther,Political/Conspiracy
1339977964281335809,"RT @thereal_truther: Remember when #antivax charlatan @delbigtree applauded anti-lockdown advocates @MartinKulldorff, @SunetraGupta &amp; Jay B…",0,1,0,0,0,0,Pro-Vaxx,UnnieM2,thereal_truther,Political/Conspiracy
1340547300075159552,RT @keryn_1: You want to see eugenics in action?  You want to see depopulation and a cull of the elderly and vulnerable? Then deny covid AN…,0,0,0,0,0,0,Pro-Vaxx,CryptoKn19ht,keryn_1,Political/Conspiracy
1340441990215966723,RT @keryn_1: You want to see eugenics in action?  You want to see depopulation and a cull of the elderly and vulnerable? Then deny covid AN…,0,0,0,0,0,0,Pro-Vaxx,hobbitj,keryn_1,Political/Conspiracy
1340425990502232066,RT @keryn_1: You want to see eugenics in action?  You want to see depopulation and a cull of the elderly and vulnerable? Then deny covid AN…,0,0,0,0,0,0,Pro-Vaxx,PeterDilworth1,keryn_1,Political/Conspiracy
1340411034918670337,RT @keryn_1: You want to see eugenics in action?  You want to see depopulation and a cull of the elderly and vulnerable? Then deny covid AN…,0,0,0,0,0,0,Pro-Vaxx,BalluSahota,keryn_1,Political/Conspiracy
1340410499364651013,RT @keryn_1: You want to see eugenics in action?  You want to see depopulation and a cull of the elderly and vulnerable? Then deny covid AN…,0,0,0,0,0,0,Pro-Vaxx,EXrayFuSion,keryn_1,Political/Conspiracy
1340410148150456320,RT @keryn_1: You want to see eugenics in action?  You want to see depopulation and a cull of the elderly and vulnerable? Then deny covid AN…,0,0,0,0,0,0,Pro-Vaxx,TweetForTheMany,keryn_1,Political/Conspiracy
